141200_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.982608219,6
141201_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.039709247,6
141202_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.85536099,6
141203_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.661677845,6
141204_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.966531163,6
141205_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.002882082,6
141206_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.906446611,6
141207_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.790841039,6
141208_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.510076413,6
141209_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.822400982,6
141210_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.036041256,6
141211_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.858952462,6
141212_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.884366285,6
141213_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.148356991,6
141214_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.783029751,6
141215_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.994528992,6
141216_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.880552424,6
141217_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.616843968,6
141218_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.928030099,6
141219_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.957002206,6
141220_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.158234929,6
141221_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.750786658,6
141222_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.978136149,6
141223_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.801271947,6
141224_at,BECKSTPREPU06HR,Development,W1118,Prepupae,1,1.280783843,6
141225_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.083754708,6
141226_at,BECKSTPREPU06HR,Development,W1118,Prepupae,1,1.483208123,6
141227_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.040273302,6
141228_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.88014564,6
141229_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.887571836,6
141230_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.763400944,6
141231_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.591084775,6
141232_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.651835746,6
141233_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.16840946,6
141234_at,BECKSTPREPU06HR,Development,W1118,Prepupae,1,2.532758959,6
141235_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.992429739,6
141236_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.909258451,6
141237_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.80809627,6
141238_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.977507642,6
141239_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.277044528,6
141240_at,BECKSTPREPU06HR,Development,W1118,Prepupae,1,1.728904715,6
141241_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.632799241,6
141242_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.818813928,6
141243_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.939760139,6
141244_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.112476489,6
141245_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.940648969,6
141246_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.029103335,6
141247_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.868904164,6
141248_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.073066547,6
141249_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.909909249,6
141250_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.986988046,6
141251_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.506265242,6
141252_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.98197903,6
141253_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.869382403,6
141254_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.8467554,6
141255_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.748671806,6
141256_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.930733096,6
141257_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.805816328,6
141258_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.75806962,6
141259_at,BECKSTPREPU06HR,Development,W1118,Prepupae,1,1.693530683,6
141260_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.825547538,6
141261_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.871950621,6
141262_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.616818485,6
141263_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.840951235,6
141264_at,BECKSTPREPU06HR,Development,W1118,Prepupae,-1,0.77651577,6
141265_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,0.916496626,6
141266_at,BECKSTPREPU06HR,Development,W1118,Prepupae,0,1.070901386,6
