141200_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.184475806,XX
141201_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.196850394,XX
141202_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.392134425,XX
141203_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.412550949,XX
141204_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.953105389,XX
141205_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.787187839,XX
141206_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.898144246,XX
141207_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.742093891,XX
141208_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.645630302,XX
141209_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.192336925,XX
141210_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.695045045,XX
141211_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.084280771,XX
141212_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.577684214,XX
141213_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.072379368,XX
141214_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.927849094,XX
141215_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.72484395,XX
141216_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.76715055,XX
141217_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.828284719,XX
141218_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.96961004,XX
141219_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.991397289,XX
141220_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.466335291,XX
141221_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.768990252,XX
141222_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.05475578,XX
141223_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.51835349,XX
141224_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.926517992,XX
141225_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.474795387,XX
141226_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.751333886,XX
141227_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.916173506,XX
141228_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.010406314,XX
141229_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.333965395,XX
141230_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.85052687,XX
141231_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.638511032,XX
141232_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.168276615,XX
141233_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.106964042,XX
141234_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.947060259,XX
141235_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.93369863,XX
141236_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,2.957227139,XX
141237_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.549552004,XX
141238_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.511069955,XX
141239_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.350609261,XX
141240_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,2.442058731,XX
141241_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.27526357,XX
141242_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.489236601,XX
141243_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,2.149484536,XX
141244_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.816158469,XX
141245_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.961469072,XX
141246_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.786268732,XX
141247_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.692491468,XX
141248_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,2.53454416,XX
141249_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.381974249,XX
141250_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.263113127,XX
141251_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.603077528,XX
141252_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.964573269,XX
141253_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.509677419,XX
141254_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.91201218,XX
141255_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.945431954,XX
141256_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.251899609,XX
141257_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.461125359,XX
141258_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.67710084,XX
141259_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.691106533,XX
141260_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.569827727,XX
141261_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.281760287,XX
141262_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.160390656,XX
141263_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.378721715,XX
141264_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.740033436,XX
141265_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.191559049,XX
141266_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.802423343,XX
141267_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.010649627,XX
141268_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.013728272,XX
141269_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.439536793,XX
141270_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.818399617,XX
141271_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.953048261,XX
141272_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.963182395,XX
141273_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.908222351,XX
141274_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.254388799,XX
141275_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.585871404,XX
141276_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.263362782,XX
141277_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,-1,0.518980477,XX
141278_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.860544585,XX
141279_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.053955032,XX
141280_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,1.008712319,XX
141281_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.294589945,XX
141282_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,1,1.410332837,XX
141283_at,PALXXXDL1XXXXHR,Mutant,Dorsal1,Larvae,0,0.816354032,XX
